User_ID,Age,Gender,Sleep_Duration,Stress_Level,Diet_Type,Daily_Screen_Time,Exercise_Frequency,Caffeine_Intake,Reaction_Time,Memory_Test_Score,Cognitive_Score
U52826,40,Male,4.9,10.0,Vegetarian,9.3,Medium,81,429.67,95.0,55.12
U52827,21,Female,5.0,9.0,Vegetarian,1.5,Medium,422,309.31,93.0,81.26
U52828,54,Male,7.9,5.0,Non-Vegetarian,1.8,High,287,361.33,94.0,94.14
U52829,39,Female,4.9,3.0,Non-Vegetarian,4.9,Medium,450,389.81,68.0,61.48
U52830,22,Female,4.4,1.0,Non-Vegetarian,9.0,Medium,129,212.66,73.0,96.78
U52831,29,Female,4.7,3.0,Vegetarian,9.6,Medium,258,437.55,63.0,47.42
U52832,54,Male,7.1,9.0,Non-Vegetarian,8.2,Low,252,357.88,79.0,53.71
U52833,31,Other,9.6,2.0,Non-Vegetarian,4.1,Low,69,396.94,88.0,80.51
U52834,47,Male,9.7,8.0,Vegan,5.5,Low,58,515.55,79.0,42.57
U52835,40,Male,8.8,3.0,Non-Vegetarian,8.9,High,195,571.94,90.0,54.03
U52836,51,Female,7.9,8.0,Non-Vegetarian,2.9,High,354,495.86,59.0,45.23
U52837,54,Male,9.5,5.0,Vegetarian,3.2,High,175,234.72,81.0,100.0
U52838,39,Other,9.4,3.0,Non-Vegetarian,6.2,High,83,245.81,72.0,100.0
U52839,20,Male,8.1,9.0,Vegetarian,3.8,Medium,409,307.78,65.0,70.52
U52840,37,Female,6.7,2.0,Non-Vegetarian,1.7,High,194,292.61,40.0,84.2
U52841,45,Male,9.4,10.0,Non-Vegetarian,10.7,Medium,439,250.04,87.0,80.8
U52842,35,Female,,10.0,Non-Vegetarian,10.3,Medium,389,467.97,89.0,47.47
U52843,24,Female,7.5,1.0,Non-Vegetarian,3.4,High,333,365.65,81.0,90.8
U52844,51,Female,8.9,9.0,Vegetarian,9.2,Medium,133,448.14,62.0,44.65
U52845,29,Female,9.9,1.0,Non-Vegetarian,8.4,High,461,472.84,60.0,57.17
U52846,51,Female,7.7,8.0,Vegetarian,7.4,Low,171,447.93,77.0,43.72
U52847,38,Female,7.9,6.0,Non-Vegetarian,3.5,Low,392,545.8,76.0,32.74
U52848,54,Male,9.2,1.0,Non-Vegetarian,3.7,Medium,221,501.83,84.0,69.79
U52849,55,Female,8.5,8.0,Vegetarian,9.3,Low,143,587.58,77.0,19.76
U52850,51,Female,9.1,7.0,Vegetarian,9.8,High,182,579.86,67.0,32.72
U52851,32,Female,8.7,9.0,Vegetarian,2.6,Low,109,447.24,81.0,54.28
U52852,47,Male,8.7,10.0,Non-Vegetarian,3.6,Low,38,547.04,,36.07
U52853,26,Female,9.2,1.0,Vegetarian,2.9,Low,311,221.69,45.0,86.38
U52854,35,Female,9.7,1.0,Vegan,3.6,Low,343,321.34,80.0,86.58
U52855,34,Female,7.6,3.0,Vegan,3.9,Low,285,370.89,55.0,58.34
U52856,37,Male,,6.0,Non-Vegetarian,7.2,High,423,400.26,75.0,59.53
U52857,19,Male,9.1,8.0,Vegetarian,3.5,Medium,184,552.47,70.0,41.19
U52858,53,Female,9.3,3.0,Non-Vegetarian,4.7,Low,438,477.78,77.0,50.66
U52859,19,Female,6.3,5.0,Non-Vegetarian,4.5,High,151,409.99,,59.0
U52860,49,Male,4.4,5.0,Non-Vegetarian,8.3,Low,251,227.59,44.0,60.4
U52861,42,Male,5.9,1.0,Vegan,9.0,Low,89,392.93,48.0,48.03
U52862,37,Female,5.1,2.0,Non-Vegetarian,8.7,Low,473,488.01,57.0,25.86
U52863,18,Female,5.1,6.0,Vegetarian,9.5,Medium,377,597.44,40.0,1.84
U52864,41,Male,6.3,10.0,Vegan,2.2,High,490,252.19,42.0,68.47
U52865,41,Male,6.3,4.0,Non-Vegetarian,9.0,Medium,432,422.94,92.0,62.97
U52866,49,Other,5.2,1.0,Vegan,6.8,High,376,266.1,97.0,100.0
U52867,31,Other,5.7,10.0,Non-Vegetarian,6.4,Medium,302,237.91,65.0,73.61
U52868,59,Female,9.2,8.0,Vegetarian,11.4,High,273,261.2,72.0,82.31
U52869,27,Male,9.9,6.0,Vegetarian,4.9,Medium,408,224.96,82.0,100.0
U52870,47,Female,7.4,6.0,Vegan,6.8,Low,110,519.17,59.0,28.37
U52871,25,Male,9.1,7.0,Non-Vegetarian,4.0,Medium,23,242.61,94.0,100.0
U52872,50,Male,6.3,7.0,Vegetarian,6.6,Low,436,410.16,79.0,46.12
U52873,35,Male,5.5,7.0,Non-Vegetarian,2.3,Medium,305,206.3,77.0,96.57
U52874,47,Male,5.4,4.0,Non-Vegetarian,2.9,Low,209,229.79,87.0,94.47
U52875,33,Female,8.7,8.0,Vegetarian,8.0,High,289,261.48,44.0,72.04
U52876,37,Female,5.7,1.0,Non-Vegetarian,4.7,Low,430,486.97,69.0,42.09
U52877,52,Other,7.1,9.0,Non-Vegetarian,2.3,High,440,517.8,92.0,53.65
U52878,52,Female,5.6,4.0,Vegetarian,11.0,Low,469,518.58,87.0,29.39
U52879,26,Female,7.2,4.0,Vegetarian,8.5,High,408,429.15,63.0,55.47
U52880,26,Male,4.3,6.0,Non-Vegetarian,2.3,Medium,382,515.12,40.0,24.66
U52881,48,Male,7.9,8.0,Vegetarian,4.0,High,72,580.55,96.0,53.6
U52882,56,Female,7.3,3.0,Non-Vegetarian,4.5,Medium,487,354.64,81.0,78.5
U52883,49,Male,4.5,1.0,Vegetarian,5.5,Low,91,485.77,96.0,58.97
U52884,31,Female,4.2,4.0,Non-Vegetarian,8.8,Medium,22,540.63,53.0,28.15
U52885,53,Female,5.8,9.0,Non-Vegetarian,9.2,Low,55,467.78,73.0,32.24
U52886,24,Male,5.8,5.0,Non-Vegetarian,6.1,Medium,116,441.75,90.0,66.5
U52887,49,Male,5.7,1.0,Non-Vegetarian,7.4,Medium,345,356.31,80.0,77.02
U52888,44,Male,9.3,7.0,Non-Vegetarian,3.3,Low,51,249.84,62.0,82.99
U52889,25,Male,8.4,10.0,Non-Vegetarian,3.3,Medium,451,318.77,56.0,62.7
U52890,33,Female,6.7,1.0,Vegan,4.5,Low,2,235.94,78.0,99.29
U52891,38,Male,5.3,,Vegan,10.2,Low,143,231.74,72.0,78.82
U52892,25,Male,6.9,2.0,Non-Vegetarian,8.7,High,72,233.0,80.0,100.0
U52893,30,Male,8.0,3.0,Non-Vegetarian,7.7,Low,228,379.59,97.0,74.13
U52894,19,Male,6.5,8.0,Non-Vegetarian,8.0,Low,156,434.07,92.0,50.54
U52895,21,Female,9.6,5.0,Non-Vegetarian,3.1,Medium,25,407.02,87.0,84.71
U52896,21,Male,5.9,2.0,Non-Vegetarian,11.4,Low,116,311.19,77.0,70.01
U52897,59,Female,,8.0,Non-Vegetarian,8.3,Low,74,388.71,68.0,44.68
U52898,48,Female,8.0,10.0,Non-Vegetarian,10.8,Medium,380,478.97,81.0,37.87
U52899,53,Male,6.3,4.0,Non-Vegetarian,7.9,Medium,466,380.5,97.0,73.51
U52900,34,Male,4.3,1.0,Non-Vegetarian,11.8,Low,476,367.27,88.0,57.17
U52901,23,Male,5.8,8.0,Non-Vegetarian,10.5,Medium,274,593.81,76.0,18.4
U52902,20,Male,9.7,1.0,Non-Vegetarian,2.2,Medium,286,216.33,79.0,100.0
U52903,19,Female,,10.0,Non-Vegetarian,2.2,Low,256,370.16,91.0,60.79
U52904,30,Male,7.6,7.0,Non-Vegetarian,2.3,Medium,271,334.47,46.0,64.58
U52905,41,Male,,1.0,Non-Vegetarian,3.2,Medium,17,229.87,68.0,100.0
U52906,40,Female,7.8,3.0,Non-Vegetarian,10.6,Low,346,586.68,51.0,9.5
U52907,40,Male,9.0,,Non-Vegetarian,7.0,High,415,233.12,96.0,100.0
U52908,56,Male,6.6,5.0,Non-Vegetarian,6.0,Medium,128,418.19,59.0,56.44
U52909,51,Female,6.8,9.0,Vegetarian,7.7,Low,205,432.69,50.0,27.84
U52910,46,Male,7.2,8.0,Non-Vegetarian,4.7,High,352,313.41,81.0,82.57
U52911,50,Male,5.2,8.0,Non-Vegetarian,11.3,Medium,217,241.91,95.0,85.29
U52912,43,Male,9.5,10.0,Vegetarian,7.3,Low,252,562.0,74.0,21.34
U52913,34,Male,7.3,10.0,Non-Vegetarian,7.5,High,155,258.59,91.0,92.65
U52914,29,Female,6.3,7.0,Vegetarian,11.8,Medium,338,261.45,90.0,80.56
U52915,55,Female,7.4,2.0,Non-Vegetarian,8.5,Low,296,340.24,55.0,57.92
U52916,41,Male,9.3,3.0,Vegan,1.9,Medium,249,259.99,61.0,96.94
U52917,23,Male,6.9,1.0,Non-Vegetarian,5.0,Low,286,497.2,79.0,50.21
U52918,40,Male,5.3,4.0,Non-Vegetarian,6.7,High,347,525.46,53.0,34.53
U52919,27,Female,9.6,4.0,Vegetarian,3.0,Medium,171,544.59,,41.02
U52920,19,Female,,5.0,Non-Vegetarian,3.6,Medium,369,257.58,85.0,100.0
U52921,57,Female,9.1,2.0,Non-Vegetarian,4.5,Medium,200,233.68,85.0,100.0
U52922,54,Male,7.4,1.0,Vegan,1.8,Medium,463,400.64,80.0,79.07
U52923,40,Female,7.0,4.0,Vegetarian,8.3,Low,358,592.12,59.0,12.2
U52924,21,Female,6.7,2.0,Non-Vegetarian,1.7,Low,129,411.24,79.0,70.23
U52925,53,Female,5.6,9.0,Non-Vegetarian,2.2,Medium,60,594.95,90.0,39.54
U52926,49,Male,8.0,2.0,Non-Vegetarian,8.5,Low,106,571.99,84.0,38.8
U52927,30,Male,9.2,1.0,Non-Vegetarian,2.0,Medium,140,526.62,79.0,67.33
U52928,54,Male,,9.0,Non-Vegetarian,5.7,Medium,1,338.42,68.0,65.03
U52929,32,Female,,5.0,Vegetarian,1.2,Low,56,578.2,85.0,39.81
U52930,38,Female,6.9,3.0,Vegetarian,1.0,Medium,348,305.44,57.0,81.93
U52931,56,Female,5.4,7.0,Vegetarian,3.3,Low,437,343.99,68.0,54.78
U52932,31,Male,5.1,6.0,Vegetarian,4.7,Low,223,568.45,62.0,17.95
U52933,23,Male,8.9,8.0,Vegan,10.6,Low,193,583.0,53.0,6.37
U52934,40,Male,7.3,4.0,Non-Vegetarian,2.3,High,85,421.79,54.0,68.15
U52935,56,Female,9.9,5.0,Vegetarian,6.5,High,94,498.0,96.0,73.17
U52936,51,Female,4.2,4.0,Vegetarian,10.4,Medium,173,459.8,84.0,51.71
U52937,36,Male,9.5,3.0,Non-Vegetarian,9.1,Low,367,594.37,43.0,9.45
U52938,48,Male,8.8,2.0,Non-Vegetarian,9.3,Medium,36,585.52,93.0,52.84
U52939,48,Male,9.5,7.0,Non-Vegetarian,3.9,Medium,273,392.38,90.0,78.29
U52940,36,Male,4.3,3.0,Non-Vegetarian,11.4,Low,454,523.68,42.0,5.14
U52941,32,Female,8.9,6.0,Vegetarian,5.5,Low,399,517.31,79.0,37.85
U52942,49,Female,5.8,4.0,Vegan,5.6,Low,63,315.83,69.0,70.8
U52943,39,Male,7.8,1.0,Non-Vegetarian,2.8,Medium,384,464.21,52.0,55.35
U52944,42,Male,6.6,5.0,Non-Vegetarian,2.4,Medium,206,302.99,51.0,75.48
U52945,22,Male,9.7,1.0,Non-Vegetarian,7.6,Medium,104,578.06,64.0,44.58
U52946,39,Female,4.8,10.0,Vegetarian,3.8,Medium,380,323.89,52.0,53.32
U52947,50,Female,6.3,4.0,Vegetarian,4.1,High,356,216.53,99.0,100.0
U52948,31,Female,4.2,4.0,Vegan,3.5,Low,154,237.78,66.0,80.44
U52949,58,Male,8.3,2.0,Non-Vegetarian,1.5,Medium,117,302.01,63.0,94.17
U52950,35,Male,,8.0,Non-Vegetarian,10.4,Medium,288,275.44,84.0,82.13
U52951,47,Female,,9.0,Vegetarian,3.2,Low,489,598.33,57.0,1.2
U52952,52,Female,7.6,4.0,Non-Vegetarian,5.2,Medium,455,367.28,51.0,59.59
U52953,39,Female,,10.0,Vegan,5.2,High,310,323.13,45.0,55.24
U52954,49,Female,4.8,9.0,Non-Vegetarian,11.1,Medium,272,438.7,50.0,26.39
U52955,36,Male,7.6,8.0,Non-Vegetarian,2.5,Medium,166,220.48,96.0,100.0
U52956,44,Female,5.2,2.0,Vegan,6.4,Medium,325,554.84,76.0,40.83
U52957,50,Female,6.5,5.0,Non-Vegetarian,1.9,Low,213,347.34,81.0,73.5
U52958,22,Female,7.2,10.0,Non-Vegetarian,9.5,High,9,418.05,54.0,47.3
U52959,27,Male,4.6,1.0,Vegetarian,2.9,Low,361,210.82,58.0,84.49
U52960,24,Male,7.5,7.0,Vegetarian,5.9,High,184,201.49,87.0,100.0
U52961,28,Other,7.4,10.0,Vegetarian,1.8,Low,386,480.62,84.0,41.28
U52962,33,Female,8.4,4.0,Non-Vegetarian,4.8,Medium,136,407.49,52.0,61.96
U52963,48,Male,6.6,7.0,Vegan,9.1,Low,496,349.27,76.0,50.42
U52964,35,Male,7.1,10.0,Vegan,7.5,Low,462,352.6,69.0,44.44
U52965,45,Male,5.9,,Vegetarian,10.6,Medium,354,371.1,93.0,68.47
U52966,59,Female,5.7,1.0,Vegetarian,10.0,Medium,463,468.99,,50.98
U52967,44,Female,4.7,5.0,Non-Vegetarian,1.6,Low,471,598.52,99.0,32.33
U52968,21,Female,8.0,8.0,Vegetarian,3.8,Low,62,342.97,46.0,53.9
U52969,34,Male,4.3,3.0,Vegan,7.6,Medium,244,549.27,53.0,26.28
U52970,19,Male,7.7,5.0,Vegetarian,10.5,Medium,472,343.21,56.0,56.01
U52971,47,Female,4.7,9.0,Non-Vegetarian,4.4,Low,436,331.75,77.0,54.29
U52972,28,Male,4.1,7.0,Vegetarian,1.6,Medium,484,204.5,84.0,95.04
U52973,50,Male,,2.0,Vegan,9.1,Low,482,387.51,90.0,62.13
U52974,48,Male,5.9,6.0,Non-Vegetarian,6.5,Medium,53,419.58,85.0,66.56
U52975,38,Female,,6.0,Vegetarian,10.7,High,165,356.54,45.0,53.13
U52976,54,Male,5.7,2.0,Vegan,3.8,Medium,368,498.77,68.0,50.21
U52977,45,Male,6.9,4.0,Vegetarian,1.1,Low,445,216.84,58.0,83.11
U52978,23,Female,5.4,8.0,Non-Vegetarian,6.6,High,354,452.38,87.0,55.92
U52979,38,Male,,2.0,Non-Vegetarian,8.7,Low,219,505.96,87.0,52.54
U52980,43,Other,8.4,7.0,Non-Vegetarian,11.1,Medium,225,421.17,62.0,47.45
U52981,24,Female,8.0,4.0,Vegetarian,3.0,Medium,337,565.61,55.0,34.99
U52982,58,Male,6.0,10.0,Non-Vegetarian,6.4,Medium,465,323.34,98.0,73.21
U52983,26,Male,9.6,9.0,Non-Vegetarian,11.5,Medium,365,433.82,75.0,46.85
U52984,43,Female,9.3,6.0,Non-Vegetarian,2.5,Medium,271,557.47,98.0,58.52
U52985,55,Female,6.2,3.0,Vegan,2.2,Low,58,244.32,83.0,97.72
U52986,24,Male,4.2,5.0,Non-Vegetarian,12.0,High,296,304.86,52.0,59.67
U52987,59,Female,7.4,,Non-Vegetarian,11.6,Low,265,217.38,91.0,86.37
U52988,45,Male,6.1,,Non-Vegetarian,4.5,Medium,76,202.99,97.0,100.0
U52989,54,Male,7.9,7.0,Non-Vegetarian,5.7,Low,442,293.66,60.0,60.47
U52990,19,Female,8.3,1.0,Vegan,8.6,Medium,279,563.26,80.0,47.24
U52991,25,Male,9.7,,Vegetarian,5.1,Low,333,371.19,80.0,72.22
U52992,18,Other,7.9,10.0,Vegetarian,6.8,Low,152,208.71,83.0,84.28
U52993,40,Male,4.3,2.0,Non-Vegetarian,11.0,Low,487,411.56,92.0,50.77
U52994,53,Male,4.9,10.0,Vegetarian,2.9,Low,67,461.07,90.0,47.26
U52995,59,Female,7.5,2.0,Non-Vegetarian,6.2,Low,415,467.84,57.0,38.93
U52996,23,Male,6.5,10.0,Non-Vegetarian,4.3,Low,464,338.91,72.0,51.78
U52997,32,Female,7.2,1.0,Non-Vegetarian,8.9,Medium,176,445.58,56.0,54.27
U52998,32,Male,7.0,,Non-Vegetarian,8.4,Low,315,319.3,57.0,51.38
U52999,44,Other,7.7,7.0,Vegetarian,5.3,Medium,444,425.89,96.0,66.59
U53000,36,Female,9.0,4.0,Non-Vegetarian,6.0,Medium,398,331.7,63.0,74.26
U53001,19,Female,8.7,5.0,Non-Vegetarian,8.6,Low,80,528.65,70.0,34.79
U53002,25,Male,9.2,3.0,Non-Vegetarian,2.3,Medium,388,373.42,71.0,79.45
U53003,55,Other,7.6,4.0,Vegetarian,9.3,Low,413,594.48,64.0,12.91
U53004,28,Male,4.9,9.0,Vegetarian,9.4,Low,8,326.16,70.0,53.18
U53005,39,Male,5.9,6.0,Non-Vegetarian,7.5,Medium,267,570.97,88.0,37.05
U53006,57,Female,4.6,5.0,Vegan,6.5,Medium,295,386.4,78.0,63.15
U53007,38,Female,5.1,5.0,Vegan,8.2,Low,60,374.93,58.0,48.21
U53008,56,Male,6.3,3.0,Vegan,6.0,Medium,40,359.68,85.0,84.35
U53009,36,Male,4.1,1.0,Vegetarian,7.3,Medium,460,505.34,83.0,48.33
U53010,31,Male,5.1,5.0,Non-Vegetarian,11.3,Medium,258,315.56,89.0,75.0
U53011,25,Male,6.3,3.0,Vegetarian,1.4,Medium,162,394.01,89.0,85.09
U53012,23,Female,7.0,7.0,Vegetarian,8.5,Low,296,342.13,97.0,67.81
U53013,49,Female,7.9,7.0,Non-Vegetarian,8.1,Medium,398,535.51,77.0,35.94
U53014,40,Female,7.3,10.0,Non-Vegetarian,11.9,High,275,312.7,40.0,49.13
U53015,22,Female,9.8,1.0,Non-Vegetarian,3.8,Medium,74,468.87,92.0,83.28
U53016,56,Male,,8.0,Vegetarian,5.3,Medium,461,389.7,42.0,40.28
U53017,21,Male,8.9,5.0,Non-Vegetarian,8.4,Medium,135,583.3,95.0,47.78
U53018,28,Male,6.1,5.0,Non-Vegetarian,5.4,High,248,283.94,76.0,89.82
U53019,19,Female,6.7,6.0,Non-Vegetarian,5.6,Low,360,240.38,60.0,70.74
U53020,31,Male,6.8,10.0,Vegan,6.8,Medium,434,200.11,59.0,75.87
U53021,25,Male,7.7,2.0,Vegetarian,8.2,Low,449,545.26,65.0,26.74
U53022,24,Female,9.8,7.0,Non-Vegetarian,9.2,Low,396,306.39,74.0,64.82
U53023,34,Male,4.9,1.0,Vegetarian,10.1,High,128,281.78,87.0,96.63
U53024,54,Male,9.9,1.0,Non-Vegetarian,2.9,Low,206,415.86,68.0,69.02
U53025,39,Male,4.7,8.0,Vegetarian,9.1,High,279,236.79,82.0,85.7
U53026,52,Male,5.2,7.0,Non-Vegetarian,10.2,Low,431,545.09,46.0,0.0
U53027,28,Female,8.9,1.0,Vegetarian,3.6,Low,164,454.15,56.0,54.43
U53028,43,Male,7.5,4.0,Non-Vegetarian,9.0,Low,68,461.9,88.0,54.16
U53029,58,Female,,6.0,Non-Vegetarian,9.1,Medium,221,392.91,40.0,45.44
U53030,31,Female,7.1,5.0,Non-Vegetarian,7.4,Medium,311,492.8,60.0,39.75
U53031,27,Male,8.3,7.0,Non-Vegetarian,5.2,Low,379,237.84,82.0,83.58
U53032,43,Male,6.9,1.0,Vegetarian,10.7,Low,76,450.94,53.0,40.57
U53033,42,Other,9.2,8.0,Non-Vegetarian,3.9,Medium,191,595.16,63.0,30.04
U53034,39,Male,8.2,4.0,Non-Vegetarian,6.5,Medium,377,373.0,68.0,67.94
U53035,54,Female,7.8,4.0,Vegan,11.1,Low,53,341.69,41.0,48.44
U53036,32,Female,10.0,1.0,Non-Vegetarian,4.9,Medium,358,459.13,50.0,56.97
U53037,23,Female,7.0,1.0,Vegan,2.6,Low,191,383.59,46.0,58.35
U53038,36,Male,4.3,9.0,Vegetarian,5.6,Medium,39,373.56,80.0,64.16
U53039,45,Male,4.6,4.0,Non-Vegetarian,8.2,Medium,318,316.47,55.0,62.3
U53040,44,Female,8.3,6.0,Non-Vegetarian,2.4,Low,438,510.16,77.0,40.71
U53041,59,Male,4.3,7.0,Non-Vegetarian,8.7,Medium,145,504.48,,45.07
U53042,52,Male,8.4,5.0,Non-Vegetarian,11.4,High,253,225.84,92.0,100.0
U53043,34,Male,5.0,10.0,Non-Vegetarian,5.8,Medium,294,478.68,64.0,32.64
U53044,42,Male,4.0,10.0,Non-Vegetarian,6.2,High,146,398.61,80.0,59.34
U53045,21,Male,4.8,7.0,Vegetarian,4.3,Low,292,367.16,46.0,40.12
U53046,26,Female,6.0,2.0,Non-Vegetarian,6.2,High,413,507.88,59.0,45.29
U53047,53,Male,7.3,4.0,Vegan,10.1,Medium,102,429.21,70.0,57.88
U53048,38,Male,8.6,10.0,Non-Vegetarian,11.8,Low,141,413.82,63.0,34.21
U53049,54,Male,8.0,,Non-Vegetarian,6.4,High,142,239.09,46.0,76.71
U53050,53,Male,5.2,4.0,Vegan,6.2,Medium,136,323.78,,64.92
U53051,21,Male,9.9,3.0,Non-Vegetarian,6.1,Medium,340,237.07,66.0,96.34
U53052,23,Male,7.1,5.0,Vegetarian,3.2,Medium,95,262.49,81.0,99.25
U53053,55,Female,,1.0,Non-Vegetarian,4.6,Medium,344,577.76,72.0,42.73
U53054,31,Female,5.7,9.0,Vegetarian,9.4,High,409,337.33,99.0,74.4
U53055,26,Male,5.0,9.0,Non-Vegetarian,9.8,Medium,492,412.64,48.0,27.69
U53056,52,Female,9.3,3.0,Vegetarian,3.6,Low,262,551.7,41.0,25.51
U53057,28,Female,4.1,2.0,Non-Vegetarian,7.8,Low,330,524.38,51.0,19.0
U53058,38,Male,6.6,7.0,Non-Vegetarian,3.7,High,177,580.77,72.0,39.32
U53059,56,Male,7.3,8.0,Non-Vegetarian,8.4,Low,472,429.08,70.0,35.05
U53060,28,Female,4.2,8.0,Non-Vegetarian,4.3,Medium,200,222.19,93.0,96.42
U53061,35,Female,5.1,8.0,Non-Vegetarian,5.4,Low,252,280.63,67.0,62.79
U53062,35,Female,4.3,4.0,Non-Vegetarian,8.4,Medium,273,324.3,80.0,73.49
U53063,40,Male,9.9,2.0,Non-Vegetarian,3.9,Low,83,233.72,52.0,90.34
U53064,42,Male,8.2,6.0,Vegetarian,3.5,High,193,328.61,48.0,74.52
U53065,45,Female,8.2,,Non-Vegetarian,11.4,Medium,121,336.41,,48.31
U53066,36,Female,8.9,1.0,Non-Vegetarian,2.9,Low,226,445.95,63.0,59.1
U53067,44,Female,8.9,,Non-Vegetarian,8.2,Low,399,557.34,55.0,21.13
U53068,33,Female,4.8,7.0,Non-Vegetarian,5.3,High,5,537.12,69.0,42.53
U53069,24,Male,9.4,8.0,Non-Vegetarian,8.4,High,376,358.82,47.0,56.38
U53070,59,Male,4.8,5.0,Non-Vegetarian,4.4,Low,47,250.18,46.0,68.36
U53071,28,Male,9.6,6.0,Non-Vegetarian,10.2,High,262,320.32,71.0,78.77
U53072,22,Male,4.2,1.0,Vegetarian,11.0,High,213,477.01,50.0,41.14
U53073,45,Male,,10.0,Non-Vegetarian,3.9,Medium,412,383.04,60.0,53.07
U53074,23,Male,4.8,6.0,Vegan,8.4,High,408,411.32,86.0,61.29
U53075,38,Female,8.9,2.0,Vegetarian,11.8,Low,179,352.66,40.0,48.74
U53076,57,Female,6.5,4.0,Vegetarian,3.3,Medium,419,418.09,67.0,60.49
U53077,58,Male,6.7,9.0,Non-Vegetarian,2.7,Low,93,430.19,41.0,33.29
U53078,49,Male,6.5,9.0,Non-Vegetarian,2.1,High,315,520.48,57.0,37.3
U53079,29,Other,7.0,1.0,Non-Vegetarian,6.2,High,457,485.34,84.0,64.67
U53080,55,Male,4.2,10.0,Non-Vegetarian,6.7,Medium,286,586.84,62.0,10.82
U53081,28,Female,8.6,5.0,Vegetarian,3.3,Medium,110,334.91,79.0,88.73
U53082,51,Female,9.7,4.0,Vegetarian,8.5,Medium,220,475.55,93.0,66.49
U53083,51,Female,7.6,,Vegetarian,8.3,Medium,56,211.9,46.0,80.31
U53084,37,Male,5.8,5.0,Vegan,1.7,High,378,250.68,96.0,100.0
U53085,52,Male,5.1,10.0,Non-Vegetarian,7.5,Medium,300,218.82,62.0,72.48
U53086,56,Other,6.2,2.0,Non-Vegetarian,5.5,Medium,306,262.14,49.0,79.84
U53087,45,Male,7.9,1.0,Vegan,2.5,Low,52,518.12,65.0,50.16
U53088,53,Female,6.4,8.0,Non-Vegetarian,2.5,Low,32,382.34,96.0,71.69
U53089,36,Female,8.8,7.0,Non-Vegetarian,9.1,Medium,270,548.86,40.0,18.07
U53090,21,Male,9.6,5.0,Non-Vegetarian,9.4,Medium,239,409.13,56.0,55.13
U53091,32,Female,5.4,6.0,Non-Vegetarian,1.9,High,279,320.72,67.0,80.42
U53092,54,Female,5.0,6.0,Non-Vegetarian,5.0,Low,51,585.2,84.0,28.95
U53093,53,Male,6.5,9.0,Non-Vegetarian,9.3,Medium,450,487.34,77.0,34.33
U53094,43,Female,7.9,2.0,Non-Vegetarian,5.1,High,409,576.79,78.0,48.84
U53095,26,Female,8.4,1.0,Non-Vegetarian,7.1,Low,411,440.49,63.0,49.01
U53096,58,Female,5.4,5.0,Vegan,6.1,Low,487,255.34,57.0,62.85
U53097,31,Female,5.4,2.0,Vegetarian,4.0,Low,452,404.99,78.0,58.26
U53098,41,Male,7.3,2.0,Non-Vegetarian,11.1,Low,158,586.44,64.0,20.05
U53099,20,Female,6.1,8.0,Non-Vegetarian,7.8,Low,23,419.62,65.0,41.6
U53100,26,Female,5.8,4.0,Non-Vegetarian,7.5,Medium,219,422.89,63.0,53.99
U53101,51,Male,7.1,6.0,Vegetarian,8.9,Medium,407,325.92,67.0,64.89
U53102,40,Male,9.0,1.0,Vegetarian,4.8,Low,108,303.94,96.0,98.98
U53103,42,Male,7.1,3.0,Vegetarian,6.8,High,419,483.78,59.0,48.49
U53104,35,Female,9.5,3.0,Non-Vegetarian,10.9,High,217,490.89,71.0,56.0
U53105,47,Male,4.7,,Non-Vegetarian,10.3,Low,86,248.54,64.0,75.81
U53106,34,Male,9.4,4.0,Vegetarian,9.1,Low,134,482.41,61.0,39.57
U53107,26,Male,9.7,10.0,Non-Vegetarian,2.8,High,484,559.57,88.0,46.26
U53108,21,Female,9.4,2.0,Non-Vegetarian,4.3,High,453,216.24,96.0,100.0
U53109,28,Male,5.0,10.0,Non-Vegetarian,4.9,Medium,422,416.86,57.0,38.23
U53110,46,Male,5.4,,Vegan,11.1,Medium,490,278.52,98.0,89.93
U53111,48,Male,7.7,5.0,Non-Vegetarian,3.2,Low,488,432.0,87.0,57.34
U53112,55,Male,9.3,,Non-Vegetarian,12.0,Low,297,423.01,58.0,44.16
U53113,38,Female,4.1,5.0,Non-Vegetarian,2.1,Low,334,514.26,82.0,38.66
U53114,21,Female,8.8,9.0,Non-Vegetarian,11.4,Low,476,300.55,45.0,40.39
U53115,53,Male,7.5,10.0,Non-Vegetarian,8.5,Low,38,227.13,64.0,70.64
U53116,21,Female,6.1,6.0,Non-Vegetarian,10.3,Low,288,492.15,42.0,12.97
U53117,53,Female,8.3,7.0,Non-Vegetarian,7.3,High,406,483.06,66.0,46.02
U53118,42,Female,7.1,9.0,Vegetarian,5.2,High,449,492.65,45.0,29.81
U53119,45,Male,5.0,10.0,Vegan,1.9,Low,167,428.06,48.0,31.47
U53120,53,Male,4.4,3.0,Vegetarian,10.7,Medium,19,396.05,68.0,59.36
U53121,39,Female,6.8,5.0,Non-Vegetarian,7.3,High,168,520.04,74.0,49.62
U53122,32,Other,7.4,7.0,Vegetarian,6.9,Low,286,275.4,96.0,81.83
U53123,38,Male,6.2,4.0,Non-Vegetarian,10.5,High,181,454.64,54.0,46.26
U53124,28,Male,5.8,5.0,Non-Vegetarian,10.5,Low,384,570.28,55.0,5.62
